,Make,Model,Year,Distance,Engine_capacity(cm3),Price(euro),Vehicle_age,Distance_per_age,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,Distance_per_year,Vehicle_age_sq,Log_Distance,Log_Vehicle_age,Engine_sq,Log_Engine,Age_x_Distance,Age_x_Engine,Distance_x_Engine,Distance_per_engine,Engine_per_age
26049,0.10084222707985084,0.021023530924521024,2014,78000,1800,6700,12,6500,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6000.0,144,11.264476926102367,2.5649493574615367,3240000,7.496097345175956,936000,21600,140400000,43.30927262631871,138.46153846153845
26050,0.038253825382538256,0.0018644721615018644,2007,111000,1500,2000,19,5842,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5550.0,361,11.6172944892629,2.995732273553991,2250000,7.313886831633462,2109000,28500,166500000,73.95069953364424,75.0
26051,0.016137328018516136,0.004178989327504179,2015,145000,1969,17500,11,13182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,12083.333333333334,121,11.884495917930655,2.4849066497880004,3876961,7.585788821732034,1595000,21659,285505000,73.60406091370558,164.08333333333334
26052,0.031985341391281986,0.006654236852256654,1995,156000,2000,2000,31,5032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4875.0,961,11.957617696467539,3.4657359027997265,4000000,7.601402334583733,4836000,62000,312000000,77.96101949025487,62.5
26053,0.014787193005014788,0.0014144271570014145,2009,190000,1600,2500,17,11176,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10555.555555555555,289,12.154784614286667,2.8903717578961645,2560000,7.3783837129967145,3230000,27200,304000000,118.67582760774516,88.88888888888889
26054,0.11887617333161887,0.006107753632506108,2007,132000,1400,2300,19,6947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6600.0,361,11.790564777297387,2.995732273553991,1960000,7.244941546337007,2508000,26600,184800000,94.21841541755889,70.0
26055,0.07191076250482191,0.011058248682011058,2008,165000,1800,4900,18,9167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8684.21052631579,324,12.013706813470414,2.9444389791664403,3240000,7.496097345175956,2970000,32400,297000000,91.61576901721266,94.73684210526316
26056,0.00703998971325704,0.0007715057220007715,2004,123000,1600,1300,22,5591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5347.826086956522,484,11.719947764402807,3.1354942159291497,2560000,7.3783837129967145,2706000,35200,196800000,76.82698313554029,69.56521739130434
26057,0.0022823710942522822,0.00012858428700012858,2004,159000,2000,1400,22,7227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6913.04347826087,484,11.976665770490767,3.1354942159291497,4000000,7.601402334583733,3498000,44000,318000000,79.46026986506746,86.95652173913044
26059,0.10084222707985084,0.0018966182332518966,2020,13600,1200,18400,6,2267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1942.857142857143,36,9.517898598432753,1.9459101490553132,1440000,7.0909098220799835,81600,7200,16320000,11.323896752706078,171.42857142857142
26060,0.009129484377009129,0.0015751575157515751,2008,201220,1900,3700,18,11179,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10590.526315789473,324,12.212159085518614,2.9444389791664403,3610000,7.550135342488429,3621960,34200,382318000,105.84955286691215,100.0
26061,0.021087823068021087,0.003728944323003729,2012,156000,2200,7900,14,11143,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10400.0,196,11.957617696467539,2.70805020110221,4840000,7.696667081526462,2184000,30800,343200000,70.8768741481145,146.66666666666666
26063,0.04323646650379324,0.017744631606017743,2013,85000,1500,6900,13,6538,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6071.428571428572,169,11.350418300109132,2.6390573296152584,2250000,7.313886831633462,1105000,19500,127500000,56.628914057295134,107.14285714285714
26064,0.06882473961681883,0.008229394368008229,2008,123000,1900,3300,18,6833,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6473.684210526316,324,11.719947764402807,2.9444389791664403,3610000,7.550135342488429,2214000,34200,233700000,64.70278800631247,100.0
26065,0.046001028674296,0.0022502250225022503,2009,135000,1800,3000,17,7941,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7500.0,289,11.813037464800539,2.8903717578961645,3240000,7.496097345175956,2295000,30600,243000000,74.95835646862854,100.0
26066,0.020284171274270284,0.0018644721615018644,1996,256326,2000,1200,30,8544,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8268.58064516129,900,12.454209252102215,3.4339872044851463,4000000,7.601402334583733,7689780,60000,512652000,128.09895052473763,64.51612903225806
26067,0.020284171274270284,0.006975697569756975,2007,154000,2000,3500,19,8105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7700.0,361,11.944714374881176,2.995732273553991,4000000,7.601402334583733,2926000,38000,308000000,76.96151924037981,100.0
26068,0.010511765462260512,0.00016073035875016072,2013,92000,1200,3700,13,7077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6571.428571428572,169,11.429554725537322,2.6390573296152584,1440000,7.0909098220799835,1196000,15600,110400000,76.60283097418818,85.71428571428571
26069,0.11887617333161887,0.032306802108782305,2006,156000,1900,3900,20,7800,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7428.571428571428,400,11.957617696467539,3.044522437723423,3610000,7.550135342488429,3120000,38000,296400000,82.06207259337191,90.47619047619048
26070,0.10084222707985084,0.00941879902275942,2008,201220,2400,6700,18,11179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10590.526315789473,324,12.212159085518614,2.9444389791664403,5760000,7.783640596221253,3621960,43200,482928000,83.80674718867138,126.3157894736842
26071,0.07191076250482191,0.029895846727529894,2004,135000,2200,4500,22,6136,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5869.565217391304,484,11.813037464800539,3.1354942159291497,4840000,7.696667081526462,2970000,48400,297000000,61.33575647432985,95.65217391304348
26072,0.05799151343705799,0.014883631220264884,2012,156200,1200,4799,14,11157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10413.333333333334,196,11.958898918415885,2.70805020110221,1440000,7.0909098220799835,2186800,16800,187440000,130.05828476269775,80.0
26073,0.008936607946508936,0.0018323260897518323,2006,230000,2200,8799,20,11500,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,10952.380952380952,400,12.345838935721968,3.044522437723423,4840000,7.696667081526462,4600000,44000,506000000,104.49795547478419,104.76190476190476
26074,0.04162916291629163,0.0023466632377523466,1993,285000,2600,1900,33,8636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8382.35294117647,1089,12.560247968016562,3.5263605246161616,6760000,7.8636512654486515,9405000,85800,741000000,109.57324106113033,76.47058823529412
26075,0.020284171274270284,0.001543011444001543,2002,300000,1300,2300,24,12500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12000.0,576,12.611541086966115,3.2188758248682006,1690000,7.170888478512505,7200000,31200,390000000,230.59185242121444,52.0
26076,0.003471775749003472,0.0006107753632506107,1998,333000,2000,2500,28,11893,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,11482.758620689656,784,12.715900771961074,3.367295829986474,4000000,7.601402334583733,9324000,56000,666000000,166.4167916041979,68.96551724137932
26077,0.04722257940079722,0.010126012601260125,2011,180000,1500,5500,15,12000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11250.0,225,12.100717685412471,2.772588722239781,2250000,7.313886831633462,2700000,22500,270000000,119.92005329780146,93.75
26078,0.11887617333161887,0.006107753632506108,2004,223030,1200,2500,22,10138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9696.95652173913,484,12.315066054233696,3.1354942159291497,1440000,7.0909098220799835,4906660,26400,267636000,185.70358034970857,52.17391304347826
26079,0.038253825382538256,0.002153786807252154,2013,74700,1998,11399,13,5746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5335.714285714285,169,11.221248757912162,2.6390573296152584,3992004,7.6004023345004,971100,25974,149250600,37.368684342171086,142.71428571428572
26080,0.11887617333161887,0.032306802108782305,2006,217000,2000,4200,20,10850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10333.333333333334,400,12.28765724080691,3.044522437723423,4000000,7.601402334583733,4340000,40000,434000000,108.44577711144427,95.23809523809524
26082,0.05799151343705799,0.020959238781020958,2004,390000,1400,2150,22,17727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,16956.521739130436,484,12.873904582205107,3.1354942159291497,1960000,7.244941546337007,8580000,30800,546000000,278.372591006424,60.869565217391305
26083,0.05210878230680211,0.014755046933264754,2006,380000,2000,6300,20,19000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,18095.238095238095,400,12.847929163278053,3.044522437723423,4000000,7.601402334583733,7600000,40000,760000000,189.90504747626187,95.23809523809524
26084,0.11887617333161887,0.006107753632506108,2004,281000,1422,2600,22,12773,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12217.391304347826,484,12.546113507028412,3.1354942159291497,2022084,7.260522598089852,6182000,31284,399582000,197.47013352073085,61.82608695652174
26085,0.10084222707985084,0.001735887874501736,2009,144000,1800,8950,17,8471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8000.0,289,11.87757552297847,2.8903717578961645,3240000,7.496097345175956,2448000,30600,259200000,79.95558023320378,100.0
26087,0.10084222707985084,0.0010286742960010286,1989,137500,2000,1800,37,3716,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3618.4210526315787,1369,11.83138646878959,3.6375861597263857,4000000,7.601402334583733,5087500,74000,275000000,68.71564217891054,52.63157894736842
26088,0.10084222707985084,0.013437057991513438,2005,222111,2000,3800,21,10577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10095.954545454546,441,12.31093703813931,3.091042453358316,4000000,7.601402334583733,4664331,42000,444222000,111.0,90.9090909090909
26090,0.031985341391281986,0.006847113282756847,1998,315000,1400,2250,28,11250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10862.068965517241,784,12.660331092405906,3.367295829986474,1960000,7.244941546337007,8820000,39200,441000000,224.83940042826552,48.275862068965516
26091,0.010897518323260897,0.0027645621705027646,2014,212500,1229,5200,12,17708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,16346.153846153846,144,12.26670197321789,2.5649493574615367,1510441,7.114769448366463,2550000,14748,261162500,172.7642276422764,94.53846153846153
26093,0.05799151343705799,0.014883631220264884,2011,190000,2000,10000,15,12667,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11875.0,225,12.154784614286667,2.772588722239781,4000000,7.601402334583733,2850000,30000,380000000,94.95252373813094,125.0
26095,0.04722257940079722,0.01661951909476662,2010,140000,1400,2250,16,8750,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8235.29411764706,256,11.849404844423074,2.833213344056216,1960000,7.244941546337007,2240000,22400,196000000,99.92862241256246,82.3529411764706
26096,0.11887617333161887,0.02725986884402726,2009,165000,2000,11800,17,9706,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9166.666666666666,289,12.013706813470414,2.8903717578961645,4000000,7.601402334583733,2805000,34000,330000000,82.45877061469265,111.11111111111111
26097,0.014787193005014788,0.00019287643050019287,2001,355000,1800,1599,25,14200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13653.846153846154,625,12.779875885354993,3.258096538021482,3240000,7.496097345175956,8875000,45000,639000000,197.1127151582454,69.23076923076923
26099,0.020284171274270284,0.0026681239552526683,2004,140000,1600,3600,22,6364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6086.95652173913,484,11.849404844423074,3.1354942159291497,2560000,7.3783837129967145,3080000,35200,224000000,87.44534665833854,69.56521739130434
26100,0.10084222707985084,0.013437057991513438,2004,150000,1800,5100,22,6818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6521.739130434783,484,11.918397239722838,3.1354942159291497,3240000,7.496097345175956,3300000,39600,270000000,83.2870627429206,78.26086956521739
26101,0.031985341391281986,0.006847113282756847,1995,383347,1590,1500,31,12366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11979.59375,961,12.85669847180896,3.4657359027997265,2528100,7.372118028337787,11883757,49290,609521730,240.94720301697046,49.6875
26102,0.10084222707985084,0.021023530924521024,2016,124249,1400,7800,10,12425,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11295.363636363636,100,11.730050943958876,2.3978952727983707,1960000,7.244941546337007,1242490,14000,173948600,88.68593861527481,127.27272727272727
26103,0.08303330333033303,0.029670824225279672,2015,115000,1500,4500,11,10455,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9583.333333333334,121,11.652696102959753,2.4849066497880004,2250000,7.313886831633462,1265000,16500,172500000,76.61558960692871,125.0
26104,0.038253825382538256,0.009193776520509194,2016,163000,2000,4999,10,16300,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14818.181818181818,100,12.001511614739405,2.3978952727983707,4000000,7.601402334583733,1630000,20000,326000000,81.45927036481758,181.8181818181818
26105,0.11887617333161887,0.004757618619004758,2013,164000,2000,9500,13,12615,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11714.285714285714,169,12.00762780434872,2.6390573296152584,4000000,7.601402334583733,2132000,26000,328000000,81.95902048975512,142.85714285714286
26106,0.10084222707985084,0.0018966182332518966,2005,230000,2000,5200,21,10952,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10454.545454545454,441,12.345838935721968,3.091042453358316,4000000,7.601402334583733,4830000,42000,460000000,114.94252873563218,90.9090909090909
26107,0.08303330333033303,0.011411855471261412,2000,200000,1900,2600,26,7692,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7407.407407407408,676,12.206077645517674,3.295836866004329,3610000,7.550135342488429,5200000,49400,380000000,105.20778537611783,70.37037037037037
26108,0.11887617333161887,0.02725986884402726,1998,268000,1400,2450,28,9571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9241.379310344828,784,12.498745990829315,3.367295829986474,1960000,7.244941546337007,7504000,39200,375200000,191.29193433261955,48.275862068965516
26111,0.05799151343705799,0.020959238781020958,2011,188000,2000,8399,15,12533,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11750.0,225,12.144202560946876,2.772588722239781,4000000,7.601402334583733,2820000,30000,376000000,93.95302348825587,125.0
26113,0.05210878230680211,0.02729201491577729,2013,130000,2000,16000,13,10000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9285.714285714286,169,11.775297421715827,2.6390573296152584,4000000,7.601402334583733,1690000,26000,260000000,64.96751624187905,142.85714285714286
26115,0.008936607946508936,6.429214350006429e-05,2020,9603,2000,22400,6,1600,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1371.857142857143,36,9.169934957341145,1.9459101490553132,4000000,7.601402334583733,57618,12000,19206000,4.799100449775112,285.7142857142857
26117,0.031985341391281986,0.006654236852256654,2015,130000,2000,11990,11,11818,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,10833.333333333334,121,11.775297421715827,2.4849066497880004,4000000,7.601402334583733,1430000,22000,260000000,64.96751624187905,166.66666666666666
26118,0.06882473961681883,0.006107753632506108,2003,211000,989,2000,23,9174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8791.666666666666,529,12.259618151783465,3.1780538303479458,978121,6.897704943128636,4853000,22747,208679000,213.13131313131314,41.208333333333336
26121,0.07191076250482191,0.009258068664009259,2009,223868,2200,9999,17,13169,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,12437.111111111111,289,12.318816338333852,2.8903717578961645,4840000,7.696667081526462,3805756,37400,492509600,101.71194911403907,122.22222222222223
26122,0.05210878230680211,0.02729201491577729,2005,222111,2500,8900,21,10577,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10095.954545454546,441,12.31093703813931,3.091042453358316,6250000,7.824445930877619,4664331,52500,555277500,88.80887644942023,113.63636363636364
26123,0.04162916291629163,0.013662080493763662,2003,30000,2500,4500,23,1304,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1250.0,529,10.308985993422082,3.1780538303479458,6250000,7.824445930877619,690000,57500,75000000,11.995201919232308,104.16666666666667
26124,0.11887617333161887,0.0073614504307573615,2013,120000,1400,9600,13,9231,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8571.42857142857,169,11.695255355062795,2.6390573296152584,1960000,7.244941546337007,1560000,18200,168000000,85.65310492505353,100.0
26125,0.08303330333033303,0.029670824225279672,2013,199890,1498,7500,13,15376,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14277.857142857143,169,12.205527496963692,2.6390573296152584,2244004,7.312553498102598,2598570,19474,299435220,133.34889926617745,107.0
26126,0.020284171274270284,0.00032146071750032145,2000,287000,1800,2150,26,11038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10629.62962962963,676,12.567240979056246,3.295836866004329,3240000,7.496097345175956,7462000,46800,516600000,159.35591338145474,66.66666666666667
26127,0.08303330333033303,0.007297158287257298,2016,124249,1500,12000,10,12425,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11295.363636363636,100,11.730050943958876,2.3978952727983707,2250000,7.313886831633462,1242490,15000,186373500,82.77748167888075,136.36363636363637
26128,0.020284171274270284,0.006975697569756975,2013,96000,2000,13999,13,7385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6857.142857142857,169,11.472113887062386,2.6390573296152584,4000000,7.601402334583733,1248000,26000,192000000,47.976011994002995,142.85714285714286
26129,0.08303330333033303,0.029670824225279672,2011,197108,1500,5600,15,13141,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12319.25,225,12.191512154198787,2.772588722239781,2250000,7.313886831633462,2956620,22500,295662000,131.31778814123916,93.75
26130,0.038253825382538256,0.002153786807252154,2010,184000,2000,12500,16,11500,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10823.529411764706,256,12.122696471358964,2.833213344056216,4000000,7.601402334583733,2944000,32000,368000000,91.95402298850574,117.6470588235294
26131,0.11887617333161887,0.004757618619004758,2009,198000,1980,12500,17,11647,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11000.0,289,12.19602736016897,2.8903717578961645,3920400,7.591357046698551,3366000,33660,392040000,99.94952044422008,110.0
26132,0.11887617333161887,0.0023466632377523466,2010,210000,1998,7800,16,13125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12352.941176470587,256,12.25486757159303,2.833213344056216,3992004,7.6004023345004,3360000,31968,419580000,105.05252626313157,117.52941176470588
26133,0.11887617333161887,0.0023466632377523466,2004,270000,2500,7999,22,12273,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11739.130434782608,484,12.506180941677357,3.1354942159291497,6250000,7.824445930877619,5940000,55000,675000000,107.95681727309076,108.69565217391305
26134,0.07191076250482191,0.011058248682011058,2010,185000,1800,8799,16,11562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10882.35294117647,256,12.128116509451258,2.833213344056216,3240000,7.496097345175956,2960000,28800,333000000,102.72071071626874,105.88235294117646
26135,0.06882473961681883,0.030442329947280442,2014,157000,1300,7900,12,13083,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12076.923076923076,144,11.964007453736912,2.5649493574615367,1690000,7.170888478512505,1884000,15600,204100000,120.67640276710223,100.0
26136,0.08303330333033303,0.012504821910762505,2006,300000,1500,3500,20,15000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14285.714285714286,400,12.611541086966115,3.044522437723423,2250000,7.313886831633462,6000000,30000,450000000,199.86675549633577,71.42857142857143
26137,0.11887617333161887,0.0018323260897518323,1993,250000,2000,1500,33,7576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7352.941176470588,1089,12.429220196836383,3.5263605246161616,4000000,7.601402334583733,8250000,66000,500000000,124.9375312343828,58.8235294117647
26139,0.11887617333161887,0.032306802108782305,2004,244000,1600,3700,22,11091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10608.695652173914,484,12.404927602627597,3.1354942159291497,2560000,7.3783837129967145,5368000,35200,390400000,152.40474703310431,69.56521739130434
26140,0.08303330333033303,0.004854056834254854,2012,203000,1500,4600,14,14500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13533.333333333334,196,12.220966184120165,2.70805020110221,2250000,7.313886831633462,2842000,21000,304500000,135.24317121918722,100.0
26141,0.11887617333161887,0.008454416870258455,2017,70000,1400,10800,9,7778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7000.0,81,11.156264806643742,2.302585092994046,1960000,7.244941546337007,630000,12600,98000000,49.96431120628123,140.0
26142,0.10084222707985084,0.00941879902275942,2005,140000,2400,6500,21,6667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6363.636363636364,441,11.849404844423074,3.091042453358316,5760000,7.783640596221253,2940000,50400,336000000,58.309037900874635,109.0909090909091
26143,0.11887617333161887,0.032306802108782305,2000,250000,1900,1500,26,9615,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9259.25925925926,676,12.429220196836383,3.295836866004329,3610000,7.550135342488429,6500000,49400,475000000,131.5097317201473,70.37037037037037
